author	aid	normdate	birth	death	raw	hasbirth	hasdeath	hasdates	estimate	place-birth	place-death	country-birth	continent-birth	first-name	preposition-name	second-name	gender	viafid	vf_bi	vf_de	vf_bi_esti	vf_de_esti	birth_diff	death_diff	vf_cand_n	auname_viaf	redo	match_type	vf_validation
Arteaga Alemparte, Domingo	325n	19	1835	1880	Concepción. (Chile) 1835 - 1880 Poeta y periodista. Político.	1	1	1	0	Concepción		España	Europa	Domingo		Arteaga Alemparte	M	122319059	1835	1880	False	False	0	0	2	Domingo Arteaga Alemparte, 1835 1880		exact	high
Ayguals de Izco, Wenceslao	487n	19	1801	1873	España. 1801 - 1873 Poeta hallado en Internet.	1	1	1	0	España		España	Europa	Wenceslao		Ayguals de Izco	M	3261686	1801	1873	False	False	0	0	9	Wenceslao Ayguals Izco, 1801 1873		exact	high
Balmaseda, Joaquín A. G.	650n	19	XIX	XIX	Cuba. Siglo XIX Poeta.	0	0	0	0	Cuba		Cuba	América	Joaquín A. G.		Balmaseda	M												medium
Barasona Candau, Joaquín	211n	19	XIX	XIX	Carpio (Córdoba). Siglo XIX Poeta. Premiado en varios Juegos Florales.	0	0	0	0	Carpio (Córdoba)		España	Europa	Joaquín		Barasona Candau	M												medium
Barral, Juan Antonio	619n	19	XIX	XIX	Andalucía (España). Siglo XIX Poeta y periodista de El Alabardero de Sevilla.	0	0	0	0	Andalucía (España)		España	Europa	Juan Antonio		Barral	M												medium
Barrantes, Pedro	667n	19	XIX	XIX	España. Siglo XIX Poeta. Hallado en Internet.	0	0	0	0	España		España	Europa	Pedro		Barrantes	M	14951507	1510		False	False	290		10	Pedro Barrantes Maldonado		contained	low
Belmonte Muller, Guillermo	041n	19	XIX	XIX	Córdoba. Siglo XIX Traductor de poetas extranjeros.	0	0	0	0	Córdoba		España	Europa	Guillermo		Belmonte Muller	M	208882520	1853	1929	False	False	53	129	3	Guillermo Belmonte Muller 1853 1929	1	exact	high
Bermejo, Enrique	620n	19	1833	1882	Guanajuato (México). 1833 - 1882 Periodista y poeta. Hallado en Internet.	1	1	1	0	Guanajuato (México)		México	América	Enrique		Bermejo	M												medium
Bermúdez de Castro, Salvador	447n	19	1817	1883	Jerez de la Frontera (Cádiz). 1817 - Roma. 1883 Poeta y político. Duque de Ripalda y Marqués de Lema.	1	1	1	0	Jerez de la Frontera (Cádiz)	Roma	España	Europa	Salvador		Bermúdez de Castro	M	23881575	1863	1946	False	False	46	63	10	Salvador Bermudez Castro y O'Lawlor Lema		contained	high
Bermúdez, Anacleto	012n	19	1806	1852	La Habana (Cuba). 1806 - 1852	1	1	1	0	La Habana (Cuba)		Cuba	América	Anacleto		Bermúdez	M												medium
Bernabeu, Juan Bautista	376n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Juan Bautista		Bernabeu	M												medium
Berrio, Antón	336n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Antón		Berrio	M												medium
Betancourt, Isabel Esperanza	002n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Isabel Esperanza		Betancourt	F												medium
Betancourt, José Ramón de	210n	19	1823	1890	Camaguey (Cuba). 1823 - La Habana (Cuba). 1890	1	1	1	0	Camaguey (Cuba)	La Habana (Cuba)	Cuba	América	José Ramón	de	Betancourt	M	24511458	1801	1857	True	False	22	33	2	Jose Ramon Betancourt y Aguilar		contained	high
Bisso de Zulueta, Juan	626n	19	XIX	XIX	Málaga. Siglo XIX - Madrid. Siglo XX Poeta e ingeniero de minas.	0	0	0	0	Málaga		España	Europa	Juan		Bisso de Zulueta	M												medium
Blanchie, Francisco Javier	368n	19	1822	1847	La Habana (Cuba). 1822 - 1847	1	1	1	0	La Habana (Cuba)		Cuba	América	Francisco Javier		Blanchie	M	87374211	1822	1847	False	False	0	0	1	Francisco Javier Blanchie 1822 1847		exact	high
Blanco Belmonte, Marcos R.	284n	19	XIX	XIX	Córdoba. Siglo XIX - Madrid. Siglo XX Periodista. Premios Literarios. Residía en Madrid.	0	0	0	0	Córdoba		España	Europa	Marcos R.		Blanco Belmonte	M												medium
Blanco, José María	574n	19	XIX	XIX	España. Siglo XIX Poeta hallado en Internet.	0	0	0	0	España		España	Europa	José María		Blanco	M	49268120	1775	1841	False	False	25	41	10	Jose Maria Blanco White		contained	high
Blázquez de Cáceres, Ramón	150n	19	XIX	XIX	Extremadura. Siglo XIX	0	0	0	0	Extremadura		España	Europa	Ramón		Blázquez de Cáceres	M												medium
Blázquez, J.	678n	19	XIX	XIX	España. Siglo XIX. Poeta hallado en Internet. Soneto publicado en La Voz de Peñaranda el día 24 de junio de 1883.	0	0	0	0	España		España	Europa	J.		Blázquez	M												medium
Boissier, Carlos Alberto	180n	19	1877	1897	Matanzas (Cuba). 1877 - Pinar del Río (Cuba). 1897 Poeta. Murió en la guerra en los campos de Pinar del Río.	1	1	1	0	Matanzas (Cuba)	Pinar del Río (Cuba)	Cuba	América	Carlos Alberto		Boissier	M	73540885	1877	1897	False	False	0	0	2	Carlos Alberto Boissier y Diaz		contained	high
Bolio, Dolores	461n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Dolores		Bolio	F	73008560	1880		False	False	80		6	Dolores Bolio, 1880 		exact	high
Borrero, Esteban de Jesús	168n	19	1820	1877	Camagüey (Cuba). 1820 - La Habana. 1877 Poeta.	1	1	1	0	Camagüey (Cuba)	La Habana	Cuba	América	Esteban de Jesús		Borrero	M												medium
Borrero, Juana	354n	19	1877	1896	La Habana (Cuba). 1877 - Key West (EE.UU.). 1896 Poetisa hermana de Dulce María Borrero. Fue uno de los discípulos más significada de Julián del Casal. Su poesía fue recopilada en Rimas en 1896.	1	1	1	0	La Habana (Cuba)		Cuba	América	Juana		Borrero	F	52487761	1877	1896	False	False	0	0	6	Juana Borrero, 1877 1896		exact	high
Borroto, G.	517n	19	XIX	XIX	Cuba. Siglo XIX. Médico y poeta.	0	0	0	0	Cuba		Cuba	América	G.		Borroto	M												medium
Brun, Luis	198n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Luis		Brun	M	98984937	1961		False	False	161		9	Luis Bruno dos Santos Tavares, 1961 		wordpart	low
Bustillos, José María	413n	19	1866	1899	México. 1866 - 1899	1	1	1	0	México		México	América	José María		Bustillos	M												medium
Báez, Paulino G.	598n	19	XIX	XIX	Cuba. Siglo XIX Poeta.	0	0	0	0	Cuba		Cuba	América	Paulino G.		Báez	M	51168546	1893		False	False	93		2	Paulino G. Baez 1893 		exact	high
Bécquer, Gustavo Adolfo	094n	19	1836	1870	Sevilla. 1836 - Madrid. 1870 Poeta y periodista. Célebre por sus Rimas.	1	1	1	0	Sevilla	Madrid	España	Europa	Gustavo Adolfo		Bécquer	M	39390815	1836	1870	False	False	0	0	1	Gustavo Adolfo Becquer, 1836 1870	1	exact	high
Cabanyes, Manuel de	440n	19	1808	1833	Villanueva y Geltrú. 1808 - 1833 Poeta y abogado.	1	1	1	0	Villanueva		España	Europa	Manuel	de	Cabanyes	M	67605629	1808	1833	False	False	0	0	8	Manuel Cabanyes, 1808 1833		exact	high
Calcaño, José Antonio	142n	19	1821	1891	Venezuela. 1821 - 1891 Poeta hallado en Internet.	1	1	1	0	Venezuela		Venezuela	América	José Antonio		Calcaño	M	60255747	1900	1978	False	False	79	87	10	Jose Antonio Calcano, 1900 1978		exact	high
Calveto Pompa, Elías	116n	19	1834	1887	Caracas (Venezuela). 1834 - 1887 Poeta hallado en Internet.	1	1	1	0	Caracas (Venezuela)		Venezuela	América	Elías		Calveto Pompa	M												medium
Calvo Revilla, Luis	207n	19	XIX	XIX	España. Sigo XIX Poeta. Hermano de Rafael y Ricardo Calvo. Autor dramático y actor. Periodista.	0	0	0	0	España		España	Europa	Luis		Calvo Revilla	M	87726751	1840	1923	False	False	40	123	2	Luis Calvo Revilla 1840 1923		exact	high
Calvo Rodríguez, Carmelo	148n	19	XIX	XIX	España Siglo XIX Secretario de la Diputación de Alicante. Poeta.	0	0	0	0	España		España	Europa	Carmelo		Calvo Rodríguez	M	87726865								Carmelo Calvo Rodríguez			high
Calvo, A.	113n	19	XIX	XIX	España. Siglo XIX Poeta hallado en Internet. Soneto publicado en La Voz de Peñaranda el día 15 de abril de 1883.	0	0	0	0	España		España	Europa	A.		Calvo	M	65076320	1970		False	False	170		10	A. Calvo Armengol		contained	low
Campo Moreno, José	283n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	José		Campo Moreno	M	313411563								José Campo Moreno			high
Camporredondo, Calisto	343n	19	1815	1857	Sobremazas (Santander). 1815 - Santander. 1857 Poeta, militar y oficial de secretaría.	1	1	1	0	Sobremazas (Santander)	Santander	España	Europa	Calisto		Camporredondo	M												medium
Camprodón y Lafont, Francisco	661n	19	1816	1870	Vich (Barcelona). 1816 - La Habana (Cuba). 1870 Poeta, autor dramático y escritor. Estudió Leyes.	1	1	1	0	Vich (Barcelona)	La Habana (Cuba)	España	Europa	Francisco		Camprodón y Lafont	M												medium
Cano Martín, Ricardo	504n	19	XIX	XIX	Málaga. Siglo XIX Director del diario La Provincia Gaditana y empleado en el Gobierno Civil de Cádiz.	0	0	0	0	Málaga		España	Europa	Ricardo		Cano Martín	M												medium
Cano, Carlos	665n	19	XIX	XIX	Murcia. Siglo XIX Jefe del Cuerpo de Artillería.	0	0	0	0	Murcia		España	Europa	Carlos		Cano	M	86633982	1946	2000	False	False	146	200	10	Carlos Cano, 1946 2000		exact	medium
Capitán, Juan María	134n	19	XIX	XIX	España. Siglo XIX	0	0	0	0	España		España	Europa	Juan María		Capitán	M												medium
Carabias Martín, M.	490n	19	XIX	XIX	España. Siglo XIX. Poeta hallado en Internet. Soneto publicado en La Voz de Peñaranda el día 19 de octubre de 1884.	0	0	0	0	España		España	Europa	M.		Carabias Martín	M												medium
Carbonero y Sol, León María	477n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	León María		Carbonero y Sol	M	61191326	1812	1902	False	False	12	102	10	Leon Maria Carbonero y Sol y Meras		contained	high
Caro, José Eusebio	379n	19	1817	1853	Ocaña (Colombia). 1817 - 1853 Político. Inspirador y modelo de Rubén Darío.	1	1	1	0	Ocaña (Colombia)		Colombia	América	José Eusebio		Caro	M	44615987	1817	1853	False	False	0	0	5	Jose Eusebio Caro 1817 1853		exact	high
Carrasquilla Mallarino, Eduardo	470n	19	1887	0	Bogotá (Colombia). 1887 Poeta. Hijo de una familia poética muy importante en Colombia.	1	1	1	0	Bogotá (Colombia)		Colombia	América	Eduardo		Carrasquilla Mallarino	M	53702449	1887	1956	False	False	0	2056	5	Eduardo Carrasquilla Mallarino 1887 1956		exact	high
Carrasquilla, Ricardo	419n	19	1827	1885	Colombia. 1827 - 1885 Poeta.	1	1	1	0	Colombia		Colombia	América	Ricardo		Carrasquilla	M	34051230	1827	1886	False	False	0	1	1	Ricardo Carrasquilla, 1827 1886		exact	high
Carvajal y Hue, José de	019n	19	1834	1899	Málaga. 1834 - Madrid. 1899 Poeta. Ministro de Estado y Hacienda. Representante en Cortes por Málaga. Republicano y gran orador.	1	1	1	0	Málaga	Madrid	España	Europa	José	de	Carvajal y Hue	M										1		medium
Casal, Julián del	068n	19	1863	1893	La Habana (Cuba). 1863 - 1893 Periodista. Crítico teatral y literario. Amigo de Silva y Rubén Darío.	1	1	1	0	La Habana (Cuba)		Cuba	América	Julián	del	Casal	M	24758421	1863	1893	False	False	0	0	4	Julian del Casal, 1863 1893	1	exact	high
Castellanos Abreu, Manuel	152n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Manuel		Castellanos Abreu	M												medium
Castellón, Pedro Ángel	534n	19	1820	1860	La Habana (Cuba). 1820 - Estados Unidos de América. 1860 Periodista y poeta.	1	1	1	0	La Habana (Cuba)		Cuba	América	Pedro Ángel		Castellón	M												medium
Castillo, Aurelia	653n	19	XIX	XIX	Cuba. Siglo XIX Poeta hallada en Internet.	0	0	0	0	Cuba		Cuba	América	Aurelia		Castillo	F	39028976	1842	1920	False	False	42	120	5	Aurelia Castillo Gonzalez		contained	high
Cazabán y Laguna, Alfredo	323n	19	XIX	XIX	Jaén. Siglo XIX Cronista de su provincia y académico de la Historia.	0	0	0	0	Jaén		España	Europa	Alfredo		Cazabán y Laguna	M	68090619	1870	1931	False	False	70	131	1	Alfredo Cazaban y Laguna, 1870 1931		exact	high
Cazurro, Mariano Zacarías	063n	19	1824	1896	Tordehumos (Valladolid). 1824 - Madrid. 1896 Periodista, poeta y autor dramático.	1	1	1	0	Tordehumos (Valladolid)	Madrid	España	Europa	Mariano Zacarías		Cazurro	M	86985486	1824	1896	False	False	0	0	4	Mariano Zacarias Cazurro, 1824 1896	1	exact	high
Cañellas, Francisco	565n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Francisco		Cañellas	M	304352027								Francisco Cañellas			high
Cañete, Manuel	073n	19	1822	1891	Sevilla. 1822 - Madrid. 1891 Poeta, literato y crítico. Autor teatral.	1	1	1	0	Sevilla	Madrid	España	Europa	Manuel		Cañete	M	64319594	1822	1891	False	False	0	0	10	Manuel Canete, 1822 1891	1	exact	high
Cerda, Emilio de la	075n	19	XIX	XIX	España. Siglo XIX Poeta andaluz. Periodista en Córdoba, Madrid, Málaga y Barcelona. Autor dramático. Premios en Málaga y Córdoba.	0	0	0	0	España		España	Europa	Emilio	de la	Cerda	M												medium
Cester, Ricardo	139n	19	XIX	XIX	España. Siglo XIX	0	0	0	0	España		España	Europa	Ricardo		Cester	M												medium
Chaverri, Graciliano	664n	19	1854	0	Heredia (Costa Rica). 1854 Se dedicó a la Enseñanza. Poeta. No publicó ninguna de sus obras.	1	1	1	0	Heredia (Costa Rica)		Costa Rica	América	Graciliano		Chaverri	M												medium
Coll, Juan de Dios	567n	19	1847	1890	Cuba. 1847 - 1890	1	1	1	0	Cuba		Cuba	América	Juan de Dios		Coll	M												medium
Contreras, José	088n	19	XIX	XIX	Puente Genil (Córdoba). Siglo XIX Abogado en Cádiz. Gobernador de Granada, Murcia y otras provincias.	0	0	0	0	Puente Genil (Córdoba)		España	Europa	José		Contreras	M	39671335	1968		False	False	168		10	Jose Contreras 1968 	1	exact	medium
Cortines Murube, Felipe	614n	19	XIX	XIX	Sevilla. Siglo XIX Poeta.	0	0	0	0	Sevilla		España	Europa	Felipe		Cortines Murube	M	11448578								Felipe Cortines Murube			high
Cortázar, Eduardo	181n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Eduardo		Cortázar	M												medium
Coscolla, Vicente	234n	19	XIX	XIX	Málaga. Siglo XIX. Juez Municipal de su ciudad. Periodista del Correo de Andalucía.	0	0	0	0	Málaga		España	Europa	Vicente		Coscolla	M	10157570	1925		False	False	125		5	Vicente Coscolla 1925 		exact	medium
Cubría, José Alejandro	388n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	José Alejandro		Cubría	M												medium
Cuervo, Guillermo	189n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Guillermo		Cuervo	M												medium
Cánovas del Castillo, Antonio	208n	19	1828	1897	Málaga. 1828 - Santa Agueda. 1897 Estadista. Político, historiador. Escritor y poeta.	1	1	1	0	Málaga	Santa Agueda	España	Europa	Antonio		Cánovas del Castillo	M	68994598	1828	1897	False	False	0	0	4	Antonio Canovas del Castillo, 1828 1897		exact	high
Céspedes de Escaverino, Úrsula	456n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Úrsula		Céspedes de Escaverino	F												medium
Céspedes, Darío	608n	19	XIX	XIX	España. Siglo XIX Poeta. Tiene escritas alguna sobras dramáticas.	0	0	0	0	España		España	Europa	Darío		Céspedes	M	87890387								Darío Céspedes			high
Córdoba Dávila, Félix	123n	19	XIX	XIX	Puerto Rico. Siglo XIX Poeta.	0	0	0	0	Puerto Rico		Puerto Rico	América	Félix		Córdoba Dávila	M												medium
Dilio	497n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Dilio			M												medium
Domingo y Palacio, Timoteo	338n	19	XIX	XIX	Córdoba. Siglo XIX Poeta.	0	0	0	0	Córdoba		España	Europa	Timoteo		Domingo y Palacio	M												medium
Duany Méndez, Pedro	478n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Pedro		Duany Méndez	M												medium
Durbán, José	050n	19	XIX	XIX	Almería. Siglo XIX Poeta y escritor.	0	0	0	0	Almería		España	Europa	José		Durbán	M										1		medium
Díaz Carmona, Francisco	687n	19	XIX	XIX	Granada. Siglo XIX Poeta y catedrático	0	0	0	0	Granada		España	Europa	Francisco		Díaz Carmona	M	40377614	1854	1921	False	False	54	121	3	Francisco Diaz Carmona 1854 1921		exact	high
Díaz Reinoria, Rafael	348n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Rafael		Díaz Reinoria	M												medium
Díaz de Lamarque, Antonia	100n	19	1837	1892	Marchena (Sevilla). 1837 - 1892 Esposa del poeta José Lamarque de Novoa.	1	1	1	0	Marchena (Sevilla)		España	Europa	Antonia		Díaz de Lamarque	F	29108480	1827	1892	True	False	10	0	2	Antonia Diaz Lamarque, 1827? 1892		exact	high
Díaz, José Cornelio	356n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	José Cornelio		Díaz	M												medium
Díaz, Luis	108n	19	XIX	XIX	España. Siglo XIX	0	0	0	0	España		España	Europa	Luis		Díaz	M	87675496	1951		False	False	151		10	Luis Diaz Viana		contained	low
Díaz, Manuel José	035n	19	XIX	XIX	Cuba. Siglo XIX	0	0	0	0	Cuba		Cuba	América	Manuel José		Díaz	M	167765727	1960		False	False	160		5	Manuel Jose Diaz Vazquez	1	contained	low
Echemendia, Ambrosio	466n	19	1843	0	Cuba. 1843 Fue esclavo hasta conseguir su libertad. Hallado en Internet.	1	1	1	0	Cuba		Cuba	América	Ambrosio		Echemendia	M	108090009	1843	1893	False	False	0	1993	2	Ambrosio Echemendia, 1843 1893 or 1898		exact	high
Eguía, Mariano de	043n	19	XIX	XIX	España. Siglo XIX Diputado General de Vizcaya.	0	0	0	0	España		España	Europa	Mariano	de	Eguía	M												medium
Espronceda, José de	280n	19	1808	1842	Almendralejo (Badajoz). 1808 - Madrid. 1842 Poeta español. Uno de los más leídos por todas las generaciones. Tomó parte en varias revoluciones teniendo que exilarse por dos veces.	1	1	1	0	Almendralejo (Badajoz)	Madrid	España	Europa	José	de	Espronceda	M	20632	1808	1842	False	False	0	0	1	Jose Espronceda, 1808 1842		exact	high
Esteras y Palacios, Julio	244n	19	XIX	XIX	España. Siglo XIX Poeta y sacerdote.	0	0	0	0	España		España	Europa	Julio		Esteras y Palacios	M												medium
Esteva Ravassa, Gaspar	177n	19	XIX	XIX	Motril (Granada). Siglo XIX Poeta y autor dramático.	0	0	0	0	Motril (Granada)		España	Europa	Gaspar		Esteva Ravassa	M	87026270	1862	1918	False	False	62	118	1	Gaspar Esteva Ravassa 1862 1918		exact	high
Estrella, Gabriel	136n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Gabriel		Estrella	M	38411882	1823	1886	False	False	23	86	10	Gabriel Estrella Mantilla		contained	high
Estévez, Josefa	558n	19	1830	1889	Salamanca. 1830 - Vitoria. 1889 Casada con el poeta Antonio García del Canto. Residió en Filipinas durante algún tiempo. Ya viuda ingresa en el convento de Salesas de Vitoria, donde fallece. Poeta.	1	1	1	0	Salamanca	Vitoria	España	Europa	Josefa		Estévez	F												medium
Fernández Lasso de la Vega, Manuel	439n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Manuel		Fernández Lasso de la Vega	M												medium
Fernández Neda, Rafael María	285n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Rafael María		Fernández Neda	M												medium
Fernández de los Reyes, Antonio	449n	19	XIX	XIX	Málaga. Siglo XIX Empleado de Ferrocarriles Andaluces. Vivía en la República Argentina.	0	0	0	0	Málaga		España	Europa	Antonio		Fernández de los Reyes	M												medium
Fernández del Villar, José	362n	19	XIX	XIX	Málaga. Siglo XIX Poeta y autor dramático. Residía en Madrid.	0	0	0	0	Málaga		España	Europa	José		Fernández del Villar	M	58226336	1888	1941	False	False	88	141	5	Jose Fernandez del Villar, 1888 1941		exact	high
Fernández y González, Esteban	483n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Esteban		Fernández y González	M												medium
Ferrer del Río, Antonio	644n	19	1814	1856	Madrid. 1814 - El Molar (Madrid). 1872 Poeta e historiador. Vivió algún tiempo en La Habana. Cuba en cuya prensa colaboraba con el seudónimo de El Madrileño. En 1853, tras su regreso a España, ingresa en la Real Academia de la Lengua, con el cargo de bibliotecario. Subvencionado por la corona española escribió Historia del reinado de Carlos III de España en el año 1856.	1	1	1	0	Madrid	El Molar (Madrid)	España	Europa	Antonio		Ferrer del Río	M	87834778	1814	1872	False	False	0	16	6	Antonio Ferrer del Rio, 1814 1872		exact	high
Flores, Manuel María	301n	19	1840	1885	México. 1840 - 1885 Filosofía. Diputado de la República. Poeta hallado en Internet.	1	1	1	0	México		México	América	Manuel María		Flores	M	23703570	1840	1885	False	False	0	0	8	Manuel Maria Flores 1840 1885		exact	high
Florán, Juan	628n	19	XIX	XIX	España. Cartagena. Siglo XIX Marqués de Tabuérniga. Poeta.	0	0	0	0	España		España	Europa	Juan		Florán	M												medium
Fornaris, José	383n	19	1827	1890	Bayamo (Cuba). 1827 - La Habana. 1890 Poeta. Graduado en Leyes. Creador de la revista La Piragua. Independentista.	1	1	1	0	Bayamo (Cuba)	La Habana	Cuba	América	José		Fornaris	M	87038503	1827	1890	False	False	0	0	5	Jose Fornaris, 1827 1890		exact	high
Foxa y Lecanda, Narciso	158n	19	1822	1883	San Juan de Puerto Rico. 1822 - París. 1883 Poeta cubano.	1	1	1	0	Puerto Rico	París	Puerto Rico	América	Narciso		Foxa y Lecanda	M												medium
Fuente, Adolfo de la	281n	19	XIX	XIX	Siglo XIX Poeta hallado en Internet.	0	0	0	0					Adolfo	de la	Fuente	M												medium
Gabriel y Ruiz de Apodaca, Fernando de	441n	19	XIX	XIX	España. Siglo XIX	0	0	0	0	España		España	Europa	Fernando	de	Gabriel y Ruiz de Apodaca	M	87044003	1828	1888	False	False	28	88	3	Fernando Gabriel y Ruiz Apodaca 1828 1888		exact	high
Galcerán de Gurrea y Aragón, Gaspar	463n	19	XIX	XIX	España. Siglo XIX Poeta y hombre de la nobleza.	0	0	0	0	España		España	Europa	Gaspar		Galcerán de Gurrea y Aragón	M												medium
Gamboa Molina, Carlos Hugo	160n	19	XIX	XIX	Cali (Colombia). Siglo XIX Poeta hallado en Internet.	0	0	0	0	Cali (Colombia)		Colombia	América	Carlos Hugo		Gamboa Molina	M												medium
Ganivet, Ángel	219n	19	1865	1898	Granada. 1865 - Murió en Riga (Letonia) en las aguas del Dwina, en 1898. Licenciado en Filosofía y Letras. Carrera diplomática en Amberes, Helsingfors y Riga. Escribió poesías en español, alemán y francés.	1	1	1	0	Granada		España	Europa	Ángel		Ganivet	M	76339208	1865	1898	False	False	0	0	1	Angel Ganivet, 1865 1898		exact	high
Garaycochea, Miguel W.	387n	19	1816	1861	Arequipa (Perú). 1816 - Trujillo. 1861 Poeta hallado en Internet.	1	1	1	0	Arequipa (Perú)	Trujillo	Perú	América	Miguel W.		Garaycochea	M												medium
García Escobar, V.	104n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	V.		García Escobar	M	62996931	1817	1859	False	False	17	59	4	V. Garcia Escobar, 1817 1859, (Ventura)		exact	high
García Gutiérrez, Antonio	165n	19	1813	1884	Chiclana (Cádiz). 1813 - Madrid. 1884 Dramaturgo español. Después de viajar por América ingresa en la Academia Española. Director del Museo Arqueológico. Traductor del teatro francés.	1	1	1	0	Chiclana (Cádiz)	Madrid	España	Europa	Antonio		García Gutiérrez	M	49268080	1813	1884	False	False	0	0	2	Antonio Garcia Gutierrez, 1813 1884		exact	high
García Peláez, Francisco de Asís	513n	19	1865	1899	Málaga. 1865 - Embarcado hacia América en 1899 Poeta y periodista. Redactor del Diario Mercantil de Málaga.	1	1	1	0	Málaga		España	Europa	Francisco de Asís		García Peláez	M												medium
García Tassara, Gabriel	125n	19	1817	1875	Sevilla. 1817 - Ávila. 1875 Poeta español. Alterna su poesía con la naturaleza y los temas religiosos.	1	1	1	0	Sevilla	Ávila	España	Europa	Gabriel		García Tassara	M	53997117	1817	1875	False	False	0	0	8	Gabriel Garcia Tassara, 1817 1875		exact	high
García de Castro, Clemente	059n	19	XIX	XIX	España. Siglo XIX Poeta y militar. Residía en Andalucía.	0	0	0	0	España		España	Europa	Clemente		García de Castro	M	305877464	1861	1915	False	False	61	115	3	Clemente Garcia Castro, 1861 1915	1	exact	high
Garrido y Tortosa, Fernando	145n	19	1821	1883	Cartagena (Murcia). 1821 - Córdoba. 1883 Fundador de periódicos. Republicano. Durante la República fue Intendente de Filipinas. Perseguido por sus ideales.	1	1	1	0	Cartagena (Murcia)	Córdoba	España	Europa	Fernando		Garrido y Tortosa	M	37711102	1821	1883	False	False	0	0	2	Fernando Garrido y Tortosa, 1821 1883		exact	high
Gautier Benítez, José	601n	19	1848	1888	Caguas (Puerto Rico). 1848 - San Juan (Puerto Rico). 1888 Poeta. Es considerado el Bécquer de Puerto Rico. Hallado en Internet.	1	1	1	0	Caguas (Puerto Rico)	San Juan (Puerto Rico)	Puerto Rico	América	José		Gautier Benítez	M	48348151	1848	1880	False	False	0	8	7	Jose Gautier Benitez, 1848 1880		exact	high
Gazul, Arturo	282n	19	XIX	XIX	Extremadura. Siglo XIX Poeta.	0	0	0	0	Extremadura		España	Europa	Arturo		Gazul	M	137854156	1887	1970	False	False	87	170	2	Arturo Gazul Sanchez Solana		contained	high
Gil de Ainciltegui, Fermín	392n	19	XIX	XIX	Almería. Siglo XIX - Siglo XX Obtuvo la flor natural de los Juegos Florales de Almería en 1899.	0	0	0	0	Almería		España	Europa	Fermín		Gil de Ainciltegui	M												medium
Gil, Constantino	340n	19	XIX	XIX	Madrid. Siglo XIX Poeta y escritor.	0	0	0	0	Madrid		España	Europa	Constantino		Gil	M	286971682	1844	1914	False	False	44	114	10	Constantino Gil 1844 1914		exact	high
Gonzalo Roldán, José	429n	19	1822	1856	La Habana (Cuba). 1822 - 1856 Poeta hallado en Internet.	1	1	1	0	La Habana (Cuba)		Cuba	América	José		Gonzalo Roldán	M												medium
González Agejas, Lorenzo	311n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Lorenzo		González Agejas	M	315668472								Lorenzo González Agejas			high
González León, Francisco	006n	19	XIX	XIX	América. Siglo XIX Poeta.	0	0	0	0	América			América	Francisco		González León	M	39436086	1862	1945	False	False	62	145	2	Francisco Gonzalez Leon, 1862 1945	1	exact	high
González Olmedilla, Juan	659n	19	XIX	XIX	España. Siglo XIX Poeta.	0	0	0	0	España		España	Europa	Juan		González Olmedilla	M	87850406	1893		False	False	93		2	Juan Gonzalez Olmedilla, 1893 		exact	high
González del Valle, E. M.	606n	19	XIX	XIX	España. Siglo XIX - Oviedo. 1909 Marqués de la Vega de Anzó. Residía en Oviedo.	0	0	0	0	España		España	Europa	E. M.		González del Valle	M	86452399	1853	1911	False	False	53	111	6	E. M. Gonzalez del Valle 1853 1911 Emilio Martin		contained	high
